Subregion,FlowName,Emission_factor,Compartment,Unit,Year
NYUP,Tetrachloroethylene,2.0591148283979693e-05,air,kg,2016
NYUP,Toluene,0.0002507936442143025,air,kg,2016
NYUP,Tribromomethane,1.526995705197026e-07,air,kg,2016
NYUP,Trichloroethylene,9.92741311673816e-06,air,kg,2016
NYUP,Vanadium compounds,5.073259474883893e-07,air,kg,2016
NYUP,Vanadium compounds,1.1220113278477658e-06,water,kg,2016
NYUP,Vinyl acetate,2.9779587743219825e-08,air,kg,2016
NYUP,Vinyl chloride,1.4854067565029259e-05,air,kg,2016
NYUP,Volatile organic compounds,0.010820986530798384,air,kg,2016
NYUP,Xylene,0.00010479749229464111,air,kg,2016
NYUP,Zinc compounds,8.399296806965451e-09,air,kg,2016
NYUP,Zinc compounds,1.5977609715505705e-07,water,kg,2016
NYUP,o-Xylene,1.2518072667986054e-07,air,kg,2016
NYUP,p-Dichlorobenzene,1.5122876156972747e-06,air,kg,2016
NYUP,p-Nitrophenol,5.402546475205455e-10,air,kg,2016
RFCE,"1,1,1-Trichloroethane",9.698056489284587e-08,air,kg,2016
RFCE,"1,1,2,2-Tetrachloroethane",5.776315178776756e-05,air,kg,2016
RFCE,"1,1-Dichloroethane",5.065518004184425e-07,air,kg,2016
RFCE,"1,1-Dichloroethylene",1.8738274902716612e-08,air,kg,2016
RFCE,"1,2,4-Trimethylbenzene",2.096511951428761e-09,air,kg,2016
RFCE,"1,2-Dichloroethane",1.7567802847653026e-06,air,kg,2016
RFCE,"1,2-Dichloropropane",2.2410600134907304e-08,air,kg,2016
RFCE,"1,3-Butadiene",1.9920775399175483e-05,air,kg,2016
RFCE,1-Methylnaphthalene,8.290293170897759e-10,air,kg,2016
RFCE,"2,2,4-Trimethylpentane",2.9283242936221866e-09,air,kg,2016
RFCE,"2,4-Dinitrotoluene",1.193303642037837e-08,air,kg,2016
RFCE,2-Chloroacetophenone,2.9880437737736853e-07,air,kg,2016
RFCE,2-Methylnaphthalene,4.763071793300929e-09,air,kg,2016
RFCE,2-PROPANONE (I) (OR) ACETONE (I),2.5863787477754587e-07,waste,kg,2016
RFCE,3-Methylcholanthrene,1.80791396046311e-11,air,kg,2016
RFCE,5-Methylchrysene,2.355453897113634e-10,air,kg,2016
RFCE,"7,12-Dimethylbenz[a]anthracene",1.6101733710374578e-10,air,kg,2016
RFCE,AQUEOUS W/O CYANIDES,3.4002252657626124e-07,waste,kg,2016
RFCE,ARSENIC,2.9552947348047806e-08,waste,kg,2016
RFCE,ASH,2.457913643317154e-05,waste,kg,2016
RFCE,Acenaphthene,1.4823295070170042e-06,air,kg,2016
RFCE,Acenaphthylene,3.535519767311803e-09,air,kg,2016
RFCE,Acetaldehyde,7.055722538462578e-05,air,kg,2016
RFCE,Acetophenone,6.380408191828427e-07,air,kg,2016
RFCE,Acrolein,0.00038893887972270427,air,kg,2016
RFCE,Acrylonitrile,9.940810576456514e-05,air,kg,2016
RFCE,Ammonia,0.023944949910044068,air,kg,2016
RFCE,Ammonia,0.00011549913371138425,ground,kg,2016
RFCE,Ammonia,6.9725653912255965e-06,water,kg,2016
RFCE,Anthracene,2.8579519010966833e-09,air,kg,2016
RFCE,Antimony,5.096507862073766e-07,air,kg,2016
RFCE,Antimony compounds,1.6543064894047112e-08,air,kg,2016
RFCE,Arsenic,6.5256712873640435e-06,air,kg,2016
RFCE,Arsenic compounds,6.430477834214266e-06,air,kg,2016
RFCE,Arsenic compounds,0.00012841505675198473,ground,kg,2016
RFCE,Arsenic compounds,4.157788407875526e-06,water,kg,2016
RFCE,Barium compounds,8.02468416302914e-06,air,kg,2016
RFCE,Barium compounds,0.0022981956964463076,ground,kg,2016
RFCE,Barium compounds,9.565293128019003e-06,water,kg,2016
RFCE,Benz[a]anthracene,2.2719118945680824e-07,air,kg,2016
RFCE,Benzene,9.096041461750996e-05,air,kg,2016
RFCE,Benzo(b)fluoranthene,6.209108511796155e-10,air,kg,2016
RFCE,Benzo[a]pyrene,2.8472338711857416e-07,air,kg,2016
RFCE,Benzo[ghi]perylene,8.49936210445793e-10,air,kg,2016
RFCE,Benzo[k]fluoranthene,7.632798010618241e-10,air,kg,2016
RFCE,Benzofluoranthene,6.430477834214267e-13,air,kg,2016
RFCE,Benzyl chloride,3.0148932209499667e-05,air,kg,2016
RFCE,Beryllium,4.541889370569066e-07,air,kg,2016
RFCE,Beryllium compounds,1.6366887419137132e-07,air,kg,2016
RFCE,Beryllium compounds,2.0453676304623935e-05,ground,kg,2016
RFCE,Beryllium compounds,3.6821092256185797e-09,water,kg,2016
RFCE,Biphenyl,7.241522491057188e-08,air,kg,2016
RFCE,CADMIUM,1.3041950957571074e-07,waste,kg,2016
RFCE,CHROMIUM,0.0020332663169011955,waste,kg,2016
RFCE,COMPRESSED GAS,1.4756639481172863e-07,waste,kg,2016
RFCE,CONT. DEBRIS,0.00012158483154989941,waste,kg,2016
RFCE,CORROSIVE WASTE,0.00027957419416539,waste,kg,2016
RFCE,Cadmium,1.4493844233788473e-06,air,kg,2016
RFCE,Carbon dioxide,336.65796586325786,air,kg,2016
RFCE,Carbon disulfide,5.579281040474437e-06,air,kg,2016
RFCE,Carbon monoxide,0.17219741012505876,air,kg,2016
RFCE,Carbon tetrachloride,1.7551831366162695e-09,air,kg,2016
RFCE,Carbonyl sulfide,2.8436980003117672e-08,air,kg,2016
RFCE,Chlorine,2.4384724302290317e-05,air,kg,2016
RFCE,Chlorine dioxide,8.327076558915642e-06,air,kg,2016
RFCE,Chlorobenzene,5.3220297703256675e-06,air,kg,2016
RFCE,Chloroethane,1.932686375664236e-06,air,kg,2016
RFCE,Chloroform,2.636251805748529e-06,air,kg,2016
RFCE,Chloromethane,2.276907767276045e-05,air,kg,2016
RFCE,Chromium compounds,6.148593874358299e-06,air,kg,2016
RFCE,Chromium compounds,0.00023849074307574013,ground,kg,2016
RFCE,Chromium compounds,4.827262812533449e-07,water,kg,2016
RFCE,Chromium(III),7.915289538565129e-06,air,kg,2016
RFCE,Chromium(VI),1.937617189286643e-06,air,kg,2016
RFCE,Chrysene,1.700772091033351e-06,air,kg,2016
RFCE,Cobalt,2.3187542429059424e-06,air,kg,2016
RFCE,Cobalt,1.296666215337452e-05,ground,kg,2016
RFCE,Cobalt compounds,1.6243563186700147e-06,air,kg,2016
RFCE,Cobalt compounds,1.4622730417528332e-06,water,kg,2016
RFCE,Copper compounds,2.4312491537577227e-06,air,kg,2016
RFCE,Copper compounds,0.00022479364911138887,ground,kg,2016
RFCE,Copper compounds,1.5116027347276274e-06,water,kg,2016
RFCE,Cumene,2.2552514628366395e-07,air,kg,2016
RFCE,Cyanide,0.00010646488056735879,air,kg,2016
RFCE,Di(2-ethylhexyl) phthalate,3.0634577772201384e-06,air,kg,2016
RFCE,"Dibenz[a,h]anthracene",3.259424798706855e-10,air,kg,2016
RFCE,Dimethyl sulfate,2.068372754976782e-06,air,kg,2016
RFCE,Dioxins,1.7788145316344935e-10,air,kg,2016
RFCE,Dioxins,2.8716928410326726e-12,ground,kg,2016
RFCE,ELECTRICAL DEVICES,2.1977398406635803e-05,waste,kg,2016
RFCE,Ethylbenzene,3.698575757663185e-05,air,kg,2016
RFCE,Ethylene dibromide,6.332298992971084e-08,air,kg,2016
RFCE,Fluoranthene,8.943502973108533e-06,air,kg,2016
RFCE,Fluorene,1.1688569451182205e-08,air,kg,2016
RFCE,Formaldehyde,0.0045715849161523745,air,kg,2016
RFCE,HALOGENATED SOLVENT,2.9125756365887586e-06,waste,kg,2016
RFCE,"HYDRAZINE (R,T)",1.356335635099469e-05,waste,kg,2016
RFCE,Heat,9922.937085368085,input,MJ,2016
RFCE,Hexachlorobenzene,3.2042098203528804e-08,air,kg,2016
RFCE,Hexachlorobutadiene,3.1638494308104428e-09,air,kg,2016
RFCE,Hexane,0.00023126578868796902,air,kg,2016
RFCE,Hydrochloric acid,0.0049731562729890735,air,kg,2016
RFCE,Hydrofluoric acid,0.0010391062596886722,air,kg,2016
RFCE,Hydrogen sulfide,1.1694943431745744e-06,air,kg,2016
RFCE,IGNITABLE WASTE,0.0001443204406901655,waste,kg,2016
RFCE,"Indeno[1,2,3-cd]pyrene",1.0308315292089341e-09,air,kg,2016
RFCE,Isophorone,2.468974496839925e-05,air,kg,2016
RFCE,LAB PACKS/ACUTE,4.527761105186483e-08,waste,kg,2016
RFCE,LAB PACKS/NO ACUTE,4.127807294313228e-06,waste,kg,2016
RFCE,LEAD,5.1610801828370765e-05,waste,kg,2016
RFCE,Lead,8.37820363879592e-06,air,kg,2016
RFCE,Lead compounds,4.397047592551963e-06,air,kg,2016
RFCE,Lead compounds,0.0001837065954777328,ground,kg,2016
RFCE,Lead compounds,2.5440488730598514e-07,water,kg,2016
RFCE,MERCURY,4.205184586074353e-06,waste,kg,2016
RFCE,Manganese,2.2724364791527516e-05,air,kg,2016
RFCE,Manganese,2.501720143721714e-07,water,kg,2016
RFCE,Manganese compounds,1.3769679043849973e-05,air,kg,2016
RFCE,Manganese compounds,0.0012120733675171009,ground,kg,2016
RFCE,Manganese compounds,0.00010506739803834914,water,kg,2016
RFCE,Mercury,1.6849152024438987e-06,air,kg,2016
RFCE,Mercury,1.6173092196736156e-07,ground,kg,2016
RFCE,Mercury,6.425917527199742e-11,water,kg,2016
RFCE,Mercury compounds,4.866669622081009e-07,air,kg,2016
RFCE,Mercury compounds,4.756791822569457e-06,ground,kg,2016
RFCE,Mercury compounds,9.647033773861158e-09,water,kg,2016
RFCE,Methane,0.02193623305736112,air,kg,2016
RFCE,Methanol,6.057254806907687e-09,air,kg,2016
RFCE,Methyl bromide,6.771800954693813e-06,air,kg,2016
RFCE,Methyl hydrazine,8.41050461876376e-06,air,kg,2016
RFCE,Methyl isobutyl ketone,4.406790278628831e-07,air,kg,2016
RFCE,Methyl methacrylate,8.524575182058005e-07,air,kg,2016
RFCE,Methyl tert-butyl ether,1.4922601121377428e-06,air,kg,2016
RFCE,Methylene chloride,1.6726428883160728e-05,air,kg,2016
RFCE,Molybdenum trioxide,5.8843276619933284e-08,air,kg,2016
RFCE,NONHALOGEN. SOLVENT,2.7131331136136907e-06,waste,kg,2016
RFCE,Naphthalene,2.95416492499188e-06,air,kg,2016
RFCE,Nickel,1.815131387694178e-05,air,kg,2016
RFCE,Nickel,6.430477834214267e-09,water,kg,2016
RFCE,Nickel compounds,4.3692013777675015e-06,air,kg,2016
RFCE,Nickel compounds,0.00014025876368028303,ground,kg,2016
RFCE,Nickel compounds,6.078122884394306e-06,water,kg,2016
RFCE,Nitrogen dioxide,0.0005733236083974142,air,kg,2016
RFCE,Nitrogen oxides,0.25111588223222275,air,kg,2016
RFCE,Nitrous oxide,0.004146480560356181,air,kg,2016
RFCE,OTH INORGANIC LIQUID,3.9740239628059524e-05,waste,kg,2016
RFCE,OTH INORGANIC SOLIDS,0.0008406701019707955,waste,kg,2016
RFCE,OTH ORGANIC LIQUID,2.7331517748731462e-06,waste,kg,2016
RFCE,OTH ORGANIC SOLIDS,0.0002456167405972815,waste,kg,2016
RFCE,OTHER AQUEOUS WST,6.765215036543228e-06,waste,kg,2016
RFCE,"PAH/POM, unspecified",1.2923120256131976e-08,air,kg,2016
RFCE,PAINT THINNER,1.6538838052920568e-05,waste,kg,2016
RFCE,"PAINT, INK, ETC.",1.6781221146712756e-05,waste,kg,2016
RFCE,"Particulate matter, ≤ 10μm",0.04227635657762744,air,kg,2016
RFCE,"Particulate matter, ≤ 2.5μm",0.022378772692718867,air,kg,2016
RFCE,Phenanthrene,3.654846804337282e-08,air,kg,2016
RFCE,Phenol,9.800455172604639e-07,air,kg,2016
RFCE,Phosphorus,4.841828035756328e-06,air,kg,2016
RFCE,Polycyclic aromatic hydrocarbons,4.890552032229602e-07,air,kg,2016
RFCE,Propionaldehyde,1.637760361970616e-05,air,kg,2016
RFCE,Propylene oxide,1.839325036503503e-05,air,kg,2016
RFCE,Pyrene,5.193238892743216e-09,air,kg,2016
RFCE,REACTIVE WASTE,1.6205322663340377e-07,waste,kg,2016
RFCE,SILVER,1.8740173456829536e-07,waste,kg,2016
RFCE,SODIUM AZIDE,3.693126708863424e-08,waste,kg,2016
RFCE,SPENT FILTERS,0.0001688205009139125,waste,kg,2016
RFCE,Selenium,3.224129046596815e-05,air,kg,2016
RFCE,Selenium compounds,1.873735534405091e-05,air,kg,2016
RFCE,Selenium compounds,7.205658723818178e-07,water,kg,2016
RFCE,Steam,708.9528607308062,output,MJ,2016
RFCE,Styrene,1.0664553549337307e-06,air,kg,2016
RFCE,Sulfur dioxide,0.2578205658050607,air,kg,2016
RFCE,Sulfuric acid,0.008028815173100536,air,kg,2016
RFCE,TETRACHLOROETHYLENE,9.443112655174923e-08,waste,kg,2016
RFCE,"THE FOLLOWING SPENT HALOGENATED SOLVENTS USED IN DEGREASING: TETRACHLOROETHYLENE, TRICHLORETHYLENE, METHYLENE CHLORIDE, 1,1,1-TRICHLOROETHANE, CARBON TETRACHLORIDE AND CHLORINATED FLUOROCARBONS; ALL SPENT SOLVENT MIXTURES/BLENDS USED IN DEGREASING CONTAINING, BEFORE USE, A TOTAL OF TEN PERCENT OR MORE (BY VOLUME) OF ONE OR MORE OF THE ABOVE HALOGENATED SOLVENTS OR THOSE SOLVENTS LISTED IN F002, F004, AND F005; AND STILL BOTTOMS FROM THE RECOVERY OF THESE SPENT SOLVENTS AND SPENT SOLVENT MIXTURES.",5.910589469609561e-06,waste,kg,2016
RFCE,"THE FOLLOWING SPENT HALOGENATED SOLVENTS: TETRACHLOROETHYLENE, METHYLENE CHLORIDE, TRICHLOROETHYLENE, 1,1,1-TRICHLOROETHANE, CHLOROBENZENE, 1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE, ORTHO-DICHLOROBENZENE, TRICHLOROFLUOROMETHANE, AND 1,1,2, TRICHLOROETHANE; ALL SPENT SOLVENT MIXTURES/BLENDS CONTAINING, BEFORE USE, A TOTAL OF TEN PERCENT OR MORE (BY VOLUME) OF ONE OR MORE OF THE ABOVE HALOGENATED SOLVENTS OR THOSE SOLVENTS LISTED IN F001, F004, AND F005; AND STILL BOTTOMS FROM THE RECOVERY OF THESE SPENT SOLVENTS AND SPENT SOLVENT MIXTURES.",2.381216169154583e-06,waste,kg,2016
RFCE,"THE FOLLOWING SPENT NONHALOGENATED SOLVENTS: TOLUENE, METHYL ETHYL KETONE, CARBON DISULFIDE, ISOBUTANOL, PYRIDINE, BENZENE, 2-ETHOXYETHANOL, AND 2-NITROPROPANE; ALL SPENT SOLVENT MIXTURES/BLENDS CONTAINING, BEFORE USE, A TOTAL OF TEN PERCENT OR MORE (BY VOLUME) OF ONE OR MORE OF THE ABOVE NONHALOGENATED SOLVENTS OR THOSE SOLVENTS LISTED IN F001, F002, OR F004; AND STILL BOTTOMS FROM THE RECOVERY OF THESE SPENT SOLVENTS AND SPENT SOLVENT MIXTURES.",5.910589469609561e-06,waste,kg,2016
RFCE,"THE FOLLOWING SPENT NONHALOGENATED SOLVENTS: XYLENE, ACETONE, ETHYL ACETATE, ETHYL BENZENE, ETHYL ETHER, METHYL ISOBUTYL KETONE, N-BUTYL ALCOHOL, CYCLOHEXANONE, AND METHANOL; ALL SPENT SOLVENT MIXTURES/BLENDS CONTAINING, BEFORE USE, ONLY THE ABOVE SPENT NONHALOGENATED SOLVENTS; AND ALL SPENT SOLVENT MIXTURES/BLENDS CONTAINING, BEFORE USE, ONE OR MORE OF THE ABOVE NONHALOGENATED SOLVENTS, AND A TOTAL OF TEN PERCENT OR MORE (BY VOLUME) OF ONE OR MORE OF THOSE SOLVENTS LISTED IN F001, F002, F004, AND F005; AND STILL BOTTOMS FROM THE RECOVERY OF THESE SPENT SOLVENTS AND SPENT SOLVENT MIXTURES.",3.6180874651545656e-06,waste,kg,2016
RFCE,Tetrachloroethylene,2.5227684640383094e-06,air,kg,2016
RFCE,Thallium compounds,1.2860955668428534e-08,air,kg,2016
RFCE,Toluene,0.00013731808718278239,air,kg,2016
RFCE,Tribromomethane,1.6608073297627583e-06,air,kg,2016
RFCE,Trichloroethylene,4.538617338245933e-07,air,kg,2016
RFCE,Vanadium,1.744157001608801e-08,air,kg,2016
RFCE,Vanadium,6.287474577829835e-05,ground,kg,2016
RFCE,Vanadium compounds,2.3783959112847285e-06,air,kg,2016
RFCE,Vanadium compounds,0.00028938524438268495,ground,kg,2016
RFCE,Vanadium compounds,5.1443822673714134e-08,water,kg,2016
RFCE,Vinyl acetate,3.2269605181215824e-07,air,kg,2016
RFCE,Vinyl chloride,0.000136808250266165,air,kg,2016
RFCE,Volatile organic compounds,0.006466556712486831,air,kg,2016
RFCE,Xylene,6.0500310252614025e-05,air,kg,2016
RFCE,Zinc compounds,1.5944061479353182e-05,air,kg,2016
RFCE,Zinc compounds,0.0017383924746297466,ground,kg,2016
RFCE,Zinc compounds,8.350812310733047e-06,water,kg,2016
RFCE,m-Xylene,3.300965138891114e-08,air,kg,2016
RFCE,o-Xylene,2.859789983244219e-06,air,kg,2016
RFCE,p-Dichlorobenzene,3.163849430810443e-08,air,kg,2016
RFCM,"1,1,1-Trichloroethane",2.765854409165568e-06,air,kg,2016
RFCM,"1,2-Dichloroethane",5.463974351529009e-06,air,kg,2016
RFCM,"1,2-Dichloropropane",5.903573851676059e-08,air,kg,2016
RFCM,"1,3-Butadiene",6.046731168043984e-07,air,kg,2016
RFCM,"2,4-Dinitrophenol",3.227559406798676e-10,air,kg,2016
RFCM,"2,4-Dinitrotoluene",3.79268998290911e-08,air,kg,2016
RFCM,2-Chloroacetophenone,9.471154472370576e-07,air,kg,2016
RFCM,2-Methylnaphthalene,2.6821285569357796e-09,air,kg,2016
RFCM,3-Methylcholanthrene,2.0136734777667974e-10,air,kg,2016
RFCM,Acenaphthene,4.291230734767552e-07,air,kg,2016
RFCM,Acenaphthylene,7.464600614178557e-07,air,kg,2016
RFCM,Acetaldehyde,7.089562125686284e-05,air,kg,2016
RFCM,Acetophenone,2.029539229499621e-06,air,kg,2016
RFCM,Acrolein,2.5863937258692264e-05,air,kg,2016
RFCM,Ammonia,0.0023163279632648424,air,kg,2016
RFCM,Ammonia,2.0379894891440254e-06,water,kg,2016
RFCM,Anthracene,1.223437804933182e-07,air,kg,2016
RFCM,Antimony,6.642555184886302e-07,air,kg,2016
RFCM,Arsenic,3.9596480771934005e-06,air,kg,2016
RFCM,Arsenic compounds,4.194368409192683e-07,air,kg,2016
RFCM,Arsenic compounds,9.640282230805764e-06,water,kg,2016
RFCM,Barium compounds,4.109804529975089e-05,air,kg,2016
RFCM,Barium compounds,0.00013266043116139342,water,kg,2016
RFCM,Benz[a]anthracene,3.4559320371531743e-06,air,kg,2016
RFCM,Benzene,0.00016566066931636742,air,kg,2016
RFCM,Benzo(b)fluoranthene,8.531465658693473e-08,air,kg,2016
RFCM,Benzo[a]pyrene,8.841153858791168e-06,air,kg,2016
RFCM,Benzo[ghi]perylene,4.545411263028367e-08,air,kg,2016
RFCM,Benzo[k]fluoranthene,1.720183670814876e-08,air,kg,2016
RFCM,Benzofluoranthene,1.4883242742296616e-08,air,kg,2016
RFCM,Benzyl chloride,3.357186004938499e-05,air,kg,2016
RFCM,Beryllium,1.095947102853574e-06,air,kg,2016
RFCM,Biphenyl,2.3043657086794478e-07,air,kg,2016
RFCM,CHROMIUM,0.00020391120693312011,waste,kg,2016
RFCM,CONT. DEBRIS,2.996788367248069e-07,waste,kg,2016
RFCM,CORROSIVE WASTE,0.00011894623763364183,waste,kg,2016
RFCM,Cadmium,9.296765210762409e-06,air,kg,2016
RFCM,Carbon dioxide,565.9495182799766,air,kg,2016
RFCM,Carbon disulfide,1.758928687725964e-05,air,kg,2016
RFCM,Carbon monoxide,0.18957017082220365,air,kg,2016
RFCM,Carbon tetrachloride,8.06889851699669e-08,air,kg,2016
RFCM,Chlorobenzene,3.0399124809369636e-06,air,kg,2016
RFCM,Chloroethane,5.708061847187623e-06,air,kg,2016
RFCM,Chloroform,5.546904023452021e-06,air,kg,2016
RFCM,Chloromethane,7.182500388562756e-05,air,kg,2016
RFCM,Chromium compounds,2.680674971197743e-06,air,kg,2016
RFCM,Chromium compounds,1.9280564461611528e-05,ground,kg,2016
RFCM,Chromium compounds,7.610749129583498e-06,water,kg,2016
RFCM,Chromium(III),2.2780338144445636e-05,air,kg,2016
RFCM,Chromium(VI),4.122000892521324e-06,air,kg,2016
RFCM,Chrysene,1.3034638935934452e-07,air,kg,2016
RFCM,Cobalt,3.438186694766742e-06,air,kg,2016
RFCM,Cobalt compounds,2.947051190733165e-07,air,kg,2016
RFCM,Cobalt compounds,3.285306707603543e-07,water,kg,2016
RFCM,Copper compounds,3.6827569399262368e-06,air,kg,2016
RFCM,Copper compounds,6.8073922770163495e-06,ground,kg,2016
RFCM,Copper compounds,2.2071172475792145e-05,water,kg,2016
RFCM,Cumene,4.39732171931491e-07,air,kg,2016
RFCM,Cyanide,0.00033855952401616493,air,kg,2016
RFCM,Di(2-ethylhexyl) phthalate,8.118215340909264e-06,air,kg,2016
RFCM,"Dibenz[a,h]anthracene",2.7881830572466304e-08,air,kg,2016
RFCM,Dibenzofuran,2.614731671330573e-09,air,kg,2016
RFCM,Dimethyl sulfate,6.511418699754771e-06,air,kg,2016
RFCM,Dioxins,9.682564170414561e-11,air,kg,2016
RFCM,Ethylbenzene,4.5772996766214545e-05,air,kg,2016
RFCM,Ethylene dibromide,1.6236264809778127e-07,air,kg,2016
RFCM,Fluoranthene,1.7647572660521681e-06,air,kg,2016
RFCM,Fluorene,1.1457502917243604e-06,air,kg,2016
RFCM,Formaldehyde,0.0015943348679604498,air,kg,2016
RFCM,HALOGENATED SOLVENT,1.94434483351214e-07,waste,kg,2016
RFCM,Heat,10092.88468174249,input,MJ,2016
RFCM,Hexane,0.0002104759433008328,air,kg,2016
RFCM,Hydrochloric acid,0.010102453942276844,air,kg,2016
RFCM,Hydrofluoric acid,0.0019309345777903234,air,kg,2016
RFCM,IGNITABLE WASTE,1.9443448335121403e-06,waste,kg,2016
RFCM,"Indeno[1,2,3-cd]pyrene",4.0945699190417475e-08,air,kg,2016
RFCM,Isophorone,4.877179451935149e-05,air,kg,2016
RFCM,LAB PACKS/NO ACUTE,1.4823399602280627e-05,waste,kg,2016
RFCM,LEAD,1.767927405483234e-05,waste,kg,2016
RFCM,Lead,8.00501933709748e-06,air,kg,2016
RFCM,Lead,3.148661320573963e-05,ground,kg,2016
RFCM,Lead compounds,3.4544344660387316e-06,air,kg,2016
RFCM,Lead compounds,7.3570574919307144e-09,ground,kg,2016
RFCM,Lead compounds,6.934238095842742e-07,water,kg,2016
RFCM,MERCURY,9.989294557493564e-07,waste,kg,2016
RFCM,Manganese,0.00010176546940935804,air,kg,2016
RFCM,Manganese compounds,5.961753484840406e-06,air,kg,2016
RFCM,Manganese compounds,1.196578890928961e-06,ground,kg,2016
RFCM,Manganese compounds,5.6274724702932555e-05,water,kg,2016
RFCM,Mercury,3.3902712994842557e-06,air,kg,2016
RFCM,Mercury compounds,2.6553058074324647e-06,air,kg,2016
RFCM,Mercury compounds,1.407988588972947e-07,ground,kg,2016
RFCM,Mercury compounds,1.8392643729826785e-07,water,kg,2016
RFCM,Methane,0.029704665088216394,air,kg,2016
RFCM,Methyl bromide,2.1675317500064768e-05,air,kg,2016
RFCM,Methyl hydrazine,2.304365708679448e-05,air,kg,2016
RFCM,Methyl methacrylate,2.710272328923901e-06,air,kg,2016
RFCM,Methyl tert-butyl ether,4.735577236185287e-06,air,kg,2016
RFCM,Methylene chloride,3.9798782712602266e-05,air,kg,2016
RFCM,NONHALOGEN. SOLVENT,2.7187287168456606e-05,waste,kg,2016
RFCM,Naphthalene,1.3184769289051435e-05,air,kg,2016
RFCM,Nickel,0.0001392911940168294,air,kg,2016
RFCM,Nickel compounds,4.777859175794084e-06,air,kg,2016
RFCM,Nickel compounds,4.524167538141301e-06,ground,kg,2016
RFCM,Nickel compounds,5.581216028361232e-06,water,kg,2016
RFCM,Nitrogen dioxide,0.03868171689946883,air,kg,2016
RFCM,Nitrogen oxides,0.4167841587762058,air,kg,2016
RFCM,Nitrous oxide,0.007797940746543522,air,kg,2016
RFCM,OTH INORGANIC SOLIDS,4.270475900488518e-06,waste,kg,2016
RFCM,OTH ORGANIC SOLIDS,2.9639639665766844e-07,waste,kg,2016
RFCM,OTHER AQUEOUS WST,2.7187287168456606e-05,waste,kg,2016
RFCM,PAINT THINNER,3.645964490573909e-05,waste,kg,2016
RFCM,"PAINT, INK, ETC.",4.191936108948191e-06,waste,kg,2016
RFCM,"Particulate matter, ≤ 10μm",0.026761245084528658,air,kg,2016
RFCM,"Particulate matter, ≤ 2.5μm",0.018862778776014222,air,kg,2016
RFCM,Pentachlorophenol,9.212843623203816e-11,air,kg,2016
RFCM,Phenanthrene,3.5012125246607896e-06,air,kg,2016
RFCM,Phenol,1.5818322249033566e-05,air,kg,2016
RFCM,Phosphorus,6.632041320370147e-08,air,kg,2016
RFCM,Polycyclic aromatic hydrocarbons,5.070908176437247e-08,air,kg,2016
RFCM,Propionaldehyde,2.5267041680059486e-05,air,kg,2016
RFCM,Propylene oxide,3.4438876548141537e-05,air,kg,2016
RFCM,Pyrene,3.3328109703489774e-07,air,kg,2016
RFCM,Selenium,2.9490076661085175e-05,air,kg,2016
RFCM,Steam,757.9726107734259,output,MJ,2016
RFCM,Styrene,6.790428605454501e-06,air,kg,2016
RFCM,Sulfur dioxide,0.7677554072457395,air,kg,2016
RFCM,Sulfuric acid,0.006098170243516646,air,kg,2016
RFCM,Tetrachloroethylene,4.0087006501768595e-06,air,kg,2016
RFCM,Toluene,0.00017165237752749912,air,kg,2016
RFCM,Tribromomethane,5.2852424510996515e-06,air,kg,2016
RFCM,Trichloroethylene,5.372456480937036e-08,air,kg,2016
RFCM,Vanadium compounds,6.595982578972364e-06,air,kg,2016
RFCM,Vanadium compounds,2.832889953789413e-05,water,kg,2016
RFCM,Vinyl acetate,1.0274511324937722e-06,air,kg,2016
RFCM,Vinyl chloride,3.2275594067986756e-08,air,kg,2016
RFCM,Volatile organic compounds,0.026045548501891252,air,kg,2016
RFCM,Xylene,9.638214598725756e-05,air,kg,2016
RFCM,Zinc compounds,5.7407880684448315e-05,air,kg,2016
RFCM,Zinc compounds,9.936255808067343e-06,water,kg,2016
RFCM,o-Xylene,4.54978223891146e-08,air,kg,2016
RFCM,p-Nitrophenol,1.9630915126161567e-10,air,kg,2016
RFCW,"1,1,1-Trichloroethane",8.315583700688805e-07,air,kg,2016
RFCW,"1,1,2,2-Tetrachloroethane",1.7083178783608103e-06,air,kg,2016
RFCW,"1,1-Dichloroethylene",1.793568839200281e-07,air,kg,2016
RFCW,"1,2-Dichloroethane",4.783538829903452e-06,air,kg,2016
RFCW,"1,2-Dichloropropane",3.856800126252353e-07,air,kg,2016
RFCW,"1,3-Butadiene",9.433594633007674e-08,air,kg,2016
RFCW,1-Methylnaphthalene,1.0839044534950466e-10,air,kg,2016
RFCW,"2,2,4-Trimethylpentane",1.8892482204684654e-11,air,kg,2016
RFCW,"2,4,6-Trichlorophenol",9.65767836492459e-11,air,kg,2016
RFCW,"2,4-Dinitrophenol",1.0786497914071621e-09,air,kg,2016
RFCW,"2,4-Dinitrotoluene",4.4356505435447425e-08,air,kg,2016
RFCW,2-Chloroacetophenone,7.455639028172866e-07,air,kg,2016
RFCW,2-Chloronaphthalene,1.4361093153037217e-11,air,kg,2016
RFCW,2-Methylnaphthalene,1.8317545725708574e-09,air,kg,2016
RFCW,3-Methylcholanthrene,1.9223410555842837e-12,air,kg,2016
RFCW,5-Methylchrysene,1.8840188084210167e-10,air,kg,2016
RFCW,"7,12-Dimethylbenz[a]anthracene",1.503617728113809e-11,air,kg,2016
